xid,name,url,stars,wikipedia,image,address,lon,lat,kinds_amount
N5574376821,b&b la terrazza sul mare taormina,https://www.booking.com/hotel/it/b-amp-b-la-terrazza-sul-mare-taormina.html,null,null,null,Via Gaetano Martino Taormina B&B La Terrazza sul Mare SIC ME Italia 98039 it 19 ,15.289339065551758,37.85942840576172,2
W400191455,taormina beach house,https://www.booking.com/hotel/it/taormina-beach-house.html,null,null,null,Taormina SIC ME Italia 98038 Via Salvatore Quasimodo it ,15.303139686584473,37.8753662109375,2
W391123387,La Plage Resort,https://www.booking.com/hotel/it/la-plage.html,5,null,null,Via Bongiovanni Taormina Cohen Hostel SIC ME Italia 98038 it 29 ,15.298995971679688,37.85157775878906,2
W260877177,Hotel Bel Soggiorno,https://www.booking.com/hotel/it/bel-soggiorno.html,3,null,null,Via Luigi Pirandello Taormina SIC ME Italia 98038 it ,15.293757438659668,37.8493537902832,2
W411506314,Hotel Isola Bella,https://www.booking.com/hotel/it/isola-bella.html,3,null,null,Via Nazionale Taormina SIC ME Italia 98038 it ,15.29785442352295,37.852108001708984,2
W260756063,Grand Hotel San Pietro,https://www.booking.com/hotel/it/grand-san-pietro-relais-chateaux.html,5,null,null,Via Luigi Pirandello Taormina SIC ME Italia 98038 it ,15.294912338256836,37.8504638671875,2
W410609979,residence degli agrumi mare,https://www.booking.com/hotel/it/residence-degli-agrumi-mare.html,null,null,null,Taormina SIC ME Italia Via Castellucio 98038 it ,15.301740646362305,37.85654830932617,2
W412764260,villa carmelas,https://www.booking.com/hotel/it/villa-carmelas.html,null,null,null,Via Nazionale Taormina SIC ME Italia 98038 it ,15.295730590820312,37.86098098754883,2
W365644465,hotel caparena,https://www.booking.com/hotel/it/caparena-wellness-club.html,4,null,null,Via Nazionale Taormina SIC ME Italia 98038 it ,15.298471450805664,37.86868667602539,2
W400191458,Hotel Calipso,https://www.booking.com/hotel/it/calipso-taormina-mazzeo.html,3,null,null,Via Papa San Giovanni XXIII Taormina Hotel Calipso SIC ME Italia 98038 it 6 ,15.302071571350098,37.87423324584961,2
W412288426,Park Hotel Silemi,https://www.booking.com/hotel/it/park-silemi.html,4,null,null,Via Contrada Silemi SIC ME Italia Letojanni 98038 it ,15.316469192504883,37.8874626159668,2
N6551107585,Albergo Diffuso Borgo Gallodoro,https://www.booking.com/hotel/it/albergo-diffuso-borgo-gallodoro.html,3,null,null,Corso Don Antonio Lo Turco Albergo Diffuso Borgo Gallodoro SIC ME Italia Gallodoro 98038 it 2 ,15.294591903686523,37.9023323059082,2
W405682507,Agostiniana Hotel,https://www.booking.com/hotel/it/agostiniana.html,4,null,null,SIC ME Italia Forza d'Agrò 93038 it ,15.332550048828125,37.915130615234375,2
N5401602493,capo dei greci taormina coast hotel & spa,https://www.booking.com/hotel/it/capo-dei-greci.html,4,null,null,Via Santa Margherita SIC ME Italia Sant'Alessio Siculo 93038 it ,15.344085693359375,37.911441802978516,2
W409630609,Taormina Holidays Residence,https://www.booking.com/hotel/it/taormina-holidays-residence.html,null,null,null,Strada statale Orientale Sicula SIC ME Italia Sant'Alessio Siculo 93038 it ,15.338391304016113,37.90785217285156,3
W126349876,Elihotel,https://www.booking.com/hotel/it/eli.html,4,null,null,Via Madonna del Carmelo SIC ME Italia Sant'Alessio Siculo 93038 it 1a ,15.34462833404541,37.916770935058594,2
W323615032,Camping La Focetta Sicula,https://www.booking.com/hotel/it/camping-la-focetta-sicula.html,null,null,null,Contrada Siena SIC ME Italia Sant'Alessio Siculo 98030 it 40 ,15.355927467346191,37.931095123291016,2
W385928379,Hotel Kennedy,https://www.booking.com/hotel/it/kennedy.html,3,null,null,Via Lungomare SIC ME Italia Sant'Alessio Siculo 98028 it 1 ,15.35195541381836,37.926761627197266,2
N5120083899,san giacomo,https://www.booking.com/hotel/it/san-giacomo-appartamenti-amp-camere.html,null,null,null,Via Consolare Valeria San Giacomo appartamenti & camere SIC ME Italia Sant'Alessio Siculo 93038 it 75 ,15.35183048248291,37.92742919921875,2
N4238927493,resort borgo san rocco,https://www.booking.com/hotel/it/resort-borgo-san-rocco.html,4,null,null,SIC ME Italia Savoca 93038 it ,15.341872215270996,37.95273208618164,2
W331455677,relais santa anastasia,https://www.booking.com/hotel/it/relais-santa-anastasia.html,null,null,null,SIC PA Italia Castelbuono 90013 it ,14.085272789001465,37.97240447998047,2
N26860788,camere & case vacanze lo scoglio,https://www.booking.com/hotel/it/camere-amp-casa-vacanze-lo-scoglio.html,null,null,null,Strada statale Settentrionale Sicula SIC ME Italia Tusa 98079 it ,14.230555534362793,38.0099983215332,3
N3951680816,art hotel atelier sul mare,https://www.booking.com/hotel/it/art-atelier-sul-mare.html,3,null,null,Via Cesare Battisti SIC ME Italia Tusa 98079 it ,14.251126289367676,38.0099983215332,2
W168321024,Casa Migliaca,https://www.booking.com/hotel/it/casa-migliaca.html,null,null,null,SP176 SIC ME Italia Pettineo it ,14.28523063659668,37.97134780883789,2
N1113041697,la playa blanca,https://www.booking.com/hotel/it/laplayablancasicilia.html,4,null,null,SIC ME Italia Santo Stefano di Camastra 98077 it ,14.345216751098633,38.01877212524414,2
W426608061,agriturismo il vignale,https://www.booking.com/hotel/it/agriturismo-il-vignale.html,null,null,null,SPA105 SIC ME Italia Longi it ,14.754571914672852,38.00790023803711,2
N4564101029,hotel il mulino,https://www.booking.com/hotel/it/il-mulino-capo-d-orlando.html,4,null,null,Via Roma Capo d'Orlando SIC ME Italia 98071 Piazza Francesco Paolo Merendino it Muscale ,14.742400169372559,38.16043472290039,2
W591673759,Nettuno Resort,https://www.booking.com/hotel/it/nettuno-resort.html,4,null,null,Via Saverio Collica Capo d'Orlando SIC ME Masseria Sottana Italia 98071 it Tavola Grande ,14.718996047973633,38.13591003417969,3
W598105771,Hotel Il Mulino,https://www.booking.com/hotel/it/il-mulino-capo-d-orlando.html,4,null,null,Via Roma Capo d'Orlando SIC ME Italia 98071 Piazza Francesco Paolo Merendino it Muscale ,14.742642402648926,38.16037368774414,2
N8831061391,Casa Vacanze La Balena,https://www.booking.com/hotel/it/casa-vacanze-la-balena.html,null,null,null,Via Cristoforo Colombo Capo d'Orlando SIC ME Italia 98071 it Muscale ,14.74527645111084,38.163047790527344,3
N8807075768,nuovo hotel faro,https://www.booking.com/hotel/it/faro-capo-d-orlando.html,2,null,null,Capo d'Orlando SIC ME Italia it Muscale ,14.746962547302246,38.16407775878906,2
N5777167420,antico casale di lisycon,https://www.booking.com/hotel/it/antico-casale-di-lisycon-sant-39-angelo-di-brolo.html,null,null,null,Strada di penetrazione agricola San Filippo-Ponte Annunziata SIC ME Italia Sant'Angelo di Brolo 98069 it San Carlo ,14.87252140045166,38.11134719848633,2
N8927600908,al castello san piero patti,https://www.booking.com/hotel/it/al-castello-san-piero-patti.html,null,null,null,SIC ME Italia San Piero Patti 98068 it ,14.96483039855957,38.05264663696289,3
N5256630113,La Casa del Priore,https://www.booking.com/hotel/it/la-casa-del-priore.html,null,null,null,Patti SIC ME Marina di Patti Italia 98066 it ,14.959604263305664,38.12578201293945,5
N5359357556,Hotel delle Palme,https://www.booking.com/hotel/it/delle-palme-falcone.html,4,null,null,Via Nazionale SIC ME Italia Falcone 98054 it ,15.070846557617188,38.115638732910156,2
N2420747157,B&B La gatta bianca,https://www.booking.com/hotel/it/b-amp-b-la-gatta-bianca.html,null,null,null,Via Giacomo Matteotti B&B La gatta bianca SIC ME Italia Oliveri 98060 it 8 ,15.064510345458984,38.121097564697266,2
W284777531,portorosa apartments,https://www.booking.com/hotel/it/portorosa-apartments.html,null,null,null,SIC ME Italia Furnari 98054 it Firriato ,15.10880184173584,38.12245178222656,2
N3135777529,Villa Anita,https://www.booking.com/hotel/it/villa-anita.html,null,null,null,Capo d'Orlando SIC ME Italia 98071 it ,14.77824878692627,38.15419387817383,2
N5741917379,capo baia verde,https://www.booking.com/hotel/it/capo-baia-verde.html,3,null,null,Via Nazionale Messina Capo d'Orlando SIC ME Italia 98071 it Certari ,14.782354354858398,38.15260696411133,2
N2374272999,il gattopardo,https://www.booking.com/hotel/it/il-gattopardo.html,3,null,null,Via Marina Hotel Il Gattopardo SIC ME Italia Brolo 98061 it 69 Piana ,14.82763671875,38.160179138183594,2
N5449259162,mare blu,https://www.booking.com/hotel/it/mare-blu.html,null,null,null,Contrada Mangano SIC ME Italia Gioiosa Marea 98063 it ,14.89311695098877,38.1705322265625,2
N4212303297,Agriturismo Santa Margherita,https://www.booking.com/hotel/it/agriturismo-santamargherita.html,null,null,null,SP135/c SIC ME Italia Gioiosa Marea 98063 it ,14.940784454345703,38.16267776489258,2
W606851333,gh avalon sikani,https://www.booking.com/hotel/it/grand-avalon-sikani-resort-4-stelle-lusso.html,4,null,null,SIC ME Italia Gioiosa Marea 98063 it ,14.903729438781738,38.179405212402344,2
N5759614893,camping b&b gioiosa,https://www.booking.com/hotel/it/camping-b-amp-b-gioiosa.html,null,null,null,SIC ME Italia Gioiosa Marea it ,14.912035942077637,38.188133239746094,2
W529080046,al saliceto hotel,https://www.booking.com/hotel/it/al-saliceto.html,3,null,null,Via Statale Saliceto SIC ME Italia Gioiosa Marea 98066 it ,14.962645530700684,38.157806396484375,2
N3156288954,Yachting Club Mare,https://www.booking.com/hotel/it/yachting-club-mare.html,3,null,null,Via Andrea Doria Yachting Club Mare SIC ME Italia Gioiosa Marea 98063 it 1 ,14.943585395812988,38.17644500732422,2
W239303107,parco augusto - grand hotel terme,https://www.booking.com/hotel/it/grand-delle-terme-terme-vigliatore.html,4,null,null,Viale delle Terme SIC ME Italia Terme Vigliatore 98059 it Terme ,15.170084953308105,38.13373565673828,2
N8303551883,Residence Ancora Bianca,https://www.booking.com/hotel/it/residence-ancora-bianca.html,null,null,null,Via Lungo Mare Marchesana SIC ME Italia Terme Vigliatore 98054 it Marchesana Marina ,15.140161514282227,38.13899230957031,2
N5460993326,b&b le 2 cantine,https://www.booking.com/hotel/it/b-amp-b-le2cantine.html,null,null,null,Via Monte Grappa SIC ME Italia Castroreale 98059 it Case Palano ,15.209802627563477,38.098968505859375,2
N5912541779,Castello D'Alcontres B&B,https://www.booking.com/hotel/it/castello-d-39-alcontres-b-amp-b.html,null,null,null,Piazza Cianciolo Castello D'Alcontres B&B SIC ME Italia Nizza di Sicilia 98026 it 1 ,15.413727760314941,37.995052337646484,2
