,xid,name,url,stars,wikipedia,image,address,kinds,lon,lat
200,Q1072500,chiesa di San Gregorio Papa,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Gregorio%20Papa%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Chiesa_di_San_Gregorio_%28Palermo%29_-_esterno.JPG,Palermo Via Porta Carini SIC PA I Circoscrizione Italia 90134 it 56 Il Capo ,"religion,churches,interesting_places,other_churches",13.354019165039062,38.118736267089844
201,Q2028370,Oratorio di Santa Caterina,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santa%20Caterina%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_Santa_Caterina_esterno.jpg,Palermo Piazzetta Monteleone SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,other_churches",13.360755920410156,38.12025833129883
202,Q25410141,oratorio dei Santi Pietro e Paolo,null,null,https://it.wikipedia.org/wiki/Oratorio%20dei%20Santi%20Pietro%20e%20Paolo%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_dei_Santi_Pietro_e_Paolo_%28Palermo%29_15_07_2019.jpg,"Palermo Corso Vittorio Emanuele Caserma ""Dalla Chiesa - Calatafimi"" SIC PA I Circoscrizione Italia 90134 it 475 Albergheria ","religion,churches,interesting_places,other_churches",13.354911804199219,38.11412811279297
203,Q62008179,Chiesa di San Ippolito,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Sant%27Ippolito%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Sant%27Ippolito_-_Facciata.jpg,Palermo Via Giovanni Battista Pagano SIC PA I Circoscrizione Italia 90138 it Il Capo ,"religion,churches,interesting_places,other_churches",13.353888511657715,38.11861038208008
204,Q924202,Oratorio di Santo Stefano Protomartire,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santo%20Stefano%20protomartire,https://commons.wikimedia.org/wiki/File:Oratorio_Santo_Stefano.jpg,Palermo SIC PA I Circoscrizione Italia Piazza Del Monte it Il Capo ,"religion,churches,interesting_places,other_churches",13.357098579406738,38.116886138916016
205,Q1072486,Santa Rosalia e Quattro Santi Coronati,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Rosalia%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Santi_Quattro_Coronati_Palermo.jpg,Palermo Via Quattro Coronati SIC PA I Circoscrizione Italia 90138 it Il Capo ,"religion,churches,interesting_places,other_churches",13.353504180908203,38.11691665649414
206,Q24260454,chiesa di Sant'Antonio di Padova,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Sant%27Antonio%20di%20Padova%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:PA_SAP_17_04_2018.jpg,Palermo Via Abramo Lincoln Orto Botanico SIC PA I Circoscrizione Italia 90133 it 2 Kalsa ,"religion,churches,interesting_places,other_churches",13.373473167419434,38.11339569091797
207,Q2028360,Oratorio di San Giuseppe dei Falegnami,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Giuseppe%20dei%20Falegnami,https://commons.wikimedia.org/wiki/File:Oratorio_San_Giuseppe_Falegnami.jpg,Palermo Via Giuseppe d'Alessi SIC PA I Circoscrizione Italia 90140 it Albergheria ,"religion,churches,interesting_places,other_churches",13.361271858215332,38.11483383178711
208,Q2223094,Santa Maria della Mercede,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20della%20Mercede%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Chiesa_di_Santa_Maria_della_Mercede_al_Capo_%28Palermo%29.JPG,Palermo Via Cappuccinelle SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.354372024536133,38.117313385009766
209,Q28669520,Madonna Assunta,null,null,https://it.wikipedia.org/wiki/Chiesa%20dell%27Assunta%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:CA_PA_14_09_2018_03.jpg,Palermo Via Maqueda SIC PA I Circoscrizione Italia 90140 it Kalsa ,"religion,churches,interesting_places,other_churches",13.364278793334961,38.111698150634766
210,Q28669739,oratorio di Santa Maria delle Grazie,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santa%20Maria%20delle%20Grazie%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_del_Sabato.jpg,Palermo Vicolo Meschita SIC PA I Circoscrizione Italia 90140 it Kalsa ,"religion,churches,interesting_places,other_churches",13.36289119720459,38.11405944824219
211,Q30880755,San Nicolò all'Albergheria,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Nicol%C3%B2%20all%27Albergheria,https://commons.wikimedia.org/wiki/File:Turri_di_San_Nicola.jpg,Palermo Via San Nicolò All'Albergheria SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,churches,interesting_places,other_churches",13.35984992980957,38.11157989501953
212,Q45382192,chiesa di Santa Maria dei Miracoli,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20dei%20Miracoli%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Santa_Maria_dei_Miracoli_-_Palermo_-_Italy_2015.JPG,Palermo Via Quattro Aprile SIC PA I Circoscrizione Italia 90133 Piazza Marina it Kalsa ,"religion,churches,interesting_places,other_churches",13.368796348571777,38.11680603027344
213,Q2028355,Oratorio di San Filippo,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Filippo%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_San_Filippo_Neri.jpg,Palermo SIC PA I Circoscrizione Italia it La Loggia ,"religion,churches,interesting_places,other_churches",13.360555648803711,38.12038803100586
214,Q2028364,Oratorio di San Mercurio,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Mercurio,https://commons.wikimedia.org/wiki/File:Oratorio_di_San_Mercurio.jpg,Palermo SIC PA I Circoscrizione Italia Cortile San Giovanni degli Eremiti it Albergheria ,"religion,churches,interesting_places,other_churches",13.354241371154785,38.109779357910156
215,W400424488,Palatine Chapel,https://www.cappellapalatinapalermo.it/,null,https://it.wikipedia.org/wiki/Cappella%20Palatina%20%28Palermo%29,null,Palermo Piazza del Parlamento Palazzo dei Normanni SIC PA I Circoscrizione Italia 90134 it 1 Albergheria ,"religion,other_temples,cultural,museums,interesting_places,other_museums",13.353511810302734,38.11088562011719
216,W86882287,San Mattia e Noviziato dei Crociferi,null,null,null,https://commons.wikimedia.org/wiki/File:San_Mattia_ai_Crociferi%2C_Palermo.jpg,Palermo Via Torremuzza Teatro Ditirammu SIC PA I Circoscrizione Italia 90133 it 6 Kalsa ,"religion,churches,interesting_places,catholic_churches",13.372879028320312,38.11675262451172
217,W279887578,Chiesa del Santissimo Crocifisso all'Albergheria,null,null,https://it.wikipedia.org/wiki/Chiesa%20del%20Santissimo%20Crocifisso%20%28Palermo%29,null,Palermo Via Albergheria SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",13.3575439453125,38.109745025634766
218,W81202236,Sant'Agata la Pedata,null,null,https://de.wikipedia.org/wiki/Chiesa%20Sant%E2%80%99Agata%20da%20Pedata,null,Palermo Via Giuseppe Patricolo SIC PA III Circoscrizione Italia 90127 it ,"religion,churches,interesting_places,catholic_churches",13.361893653869629,38.107967376708984
219,W86889402,San Carlo Borromeo,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Carlo%20dei%20Milanesi,null,Palermo Vicolo San Carlo SIC PA I Circoscrizione Italia 90133 it Kalsa ,"religion,churches,interesting_places,catholic_churches",13.366833686828613,38.11441421508789
220,Q3908255,"Pontificia Facoltà Teologica di Sicilia ""San Giovanni Evangelista""",null,null,https://it.wikipedia.org/wiki/Pontificia%20facolt%C3%A0%20teologica%20di%20Sicilia%20%22San%20Giovanni%20Evangelista%22,null,"Palermo Corso Vittorio Emanuele Caserma ""Dalla Chiesa - Calatafimi"" SIC PA I Circoscrizione Italia 90134 it 475 Albergheria ","religion,other_temples,interesting_places",13.352631568908691,38.113067626953125
221,Q30887637,chiesa di San Demetrio,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Demetrio%20%28Palermo%29,null,Palermo Piazza San Giovanni Decollato SIC PA I Circoscrizione Italia Piazza della Vittoria it Albergheria ,"religion,churches,interesting_places,other_churches",13.35634994506836,38.112548828125
222,Q97924237,Santa Maria della Speranza,null,null,https://de.wikipedia.org/wiki/Santa%20Maria%20della%20Speranza,null,Palermo SIC PA IV Circoscrizione Italia Via Emanuela Loi 90129 it Altarello ,"religion,churches,interesting_places,other_churches",13.34070873260498,38.1032600402832
223,Q55386250,cappella Palatina,null,null,null,null,Palermo Piazza Indipendenza SIC PA I Circoscrizione Italia 90128 it Albergheria ,"religion,churches,interesting_places,other_churches",13.351582527160645,38.110877990722656
224,W42410039,Chiesa di Santa Caterina da Siena,null,null,null,null,Palermo Via Sabucina SIC PA III Circoscrizione Italia 90125 it Guadagna ,"religion,other_temples,interesting_places",13.358855247497559,38.09114456176758
225,W153253781,Collegiata Santissimo Crocefisso,null,null,null,null,Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.292238235473633,38.08391189575195
226,W153253769,Sant'Antonio,null,null,null,null,Monreale SIC PA Italia 90046 Via Roma it ,"religion,churches,interesting_places,catholic_churches",13.290661811828613,38.08203125
227,W162150956,Madonna delle Grazie,null,null,null,null,"Via Giuseppe Verdi, Monreale SIC PA Italia 90046 it ","religion,other_temples,interesting_places",13.286236763000488,38.08091735839844
228,N8259074254,Shalom,null,null,null,null,Palermo Via Corradino di Svevia SIC PA V Circoscrizione Italia 90138 it Olivuzza ,"religion,other_temples,interesting_places",13.340639114379883,38.11455535888672
229,N5392185740,Parrocchia Spirito Santo,null,null,null,null,Palermo Via Filippo Juvara Parrocchia Spirito Santo SIC PA V Circoscrizione Italia 90138 it 43 Olivuzza ,"religion,other_temples,interesting_places",13.347867965698242,38.12113571166992
230,W86870867,San Giacomo dei Militari,null,null,null,null,"Palermo Corso Vittorio Emanuele Caserma ""Dalla Chiesa - Calatafimi"" SIC PA I Circoscrizione Italia 90134 it 475 Albergheria ","religion,churches,interesting_places,catholic_churches",13.35387897491455,38.113243103027344
231,W86870875,Cappella della Madonna della Soledad,null,null,null,null,Palermo Piazza San Giovanni Decollato SIC PA I Circoscrizione Italia Piazza della Vittoria it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.356372833251953,38.1125373840332
232,N5393448037,Chiesa Biblica Battista,null,null,null,null,Palermo Vicolo Giuseppe Vitale SIC PA VIII Circoscrizione Italia 90138 it ,"religion,other_temples,interesting_places",13.348980903625488,38.121646881103516
233,N4895522653,Chiesa di San Tommaso d'Aquino,null,null,null,null,Palermo Via A. Guarnieri Chiesa di San Tommaso d'Aquino SIC PA V Circoscrizione Italia 90135 it 2 Passo di Rigano ,"religion,other_temples,interesting_places",13.320333480834961,38.12442398071289
234,W719343108,Chiesa Parrocchiale di Maria SS. Madre della Chiesa,null,null,null,null,Palermo Viale Francia SIC PA VI Circoscrizione Italia 90146 it Resuttana ,"religion,other_temples,interesting_places",13.325028419494629,38.155517578125
235,W42347057,Oasi della speranza,null,null,null,null,Belmonte Mezzagno SIC PA III Circoscrizione Italia 90125 it Chiavelli ,"religion,other_temples,interesting_places",13.36823844909668,38.072025299072266
236,W35582356,Sant'Agata,null,null,null,null,Via Arrigo Tenente Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.441637992858887,38.076881408691406
237,W80610891,Santissimo Crocifisso,null,null,null,null,Via Messina Marine Villabate SIC PA II Circoscrizione Italia 90121 it ,"religion,churches,interesting_places,catholic_churches",13.429484367370605,38.09584426879883
238,N5933662088,Chiesa di S. Anna,null,null,null,null,Palermo Via Aragona SIC PA I Circoscrizione Italia 90133 it Kalsa ,"religion,other_temples,interesting_places",13.366425514221191,38.1142692565918
239,N3430101267,Chiesa Evangelica,null,null,null,null,Palermo Via Sebastiano Bagolino SIC PA VIII Circoscrizione Italia 90142 it Acquasanta ,"religion,other_temples,interesting_places",13.361227989196777,38.13698196411133
240,W278479386,Nostra Signora della Consolazione,null,null,null,null,Palermo Via Quinta Casa SIC PA VIII Circoscrizione Italia 90142 it Acquasanta ,"religion,other_temples,interesting_places",13.36322021484375,38.137413024902344
241,N8512801770,Chiesa Cristiana Pentacostale Internazionale,null,null,null,null,Via Agrigento Villabate SIC PA Italia 90039 it Pomara ,"religion,other_temples,interesting_places",13.447413444519043,38.074806213378906
242,W162148031,San Vito,null,null,null,null,Via Cassara Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.290627479553223,38.08321762084961
243,N5117696688,Jeshua Chiesa Cristiana Evangelica,null,null,null,null,Palermo Via Crocifisso Pietratagliata SIC PA IV Circoscrizione Italia 90129 it Altarello ,"religion,other_temples,interesting_places",13.324365615844727,38.102806091308594
244,W153253764,Collegio di Maria,null,null,null,null,Chiasso Collegiomaria Monreale SIC PA Italia 90046 it ,"religion,other_temples,interesting_places",13.290336608886719,38.08174133300781
245,W279167881,Parrocchia Maria SS.Assunta,null,null,null,null,Palermo Via Andrea Anfuso SIC PA V Circoscrizione Italia 90135 it Olivuzza ,"religion,other_temples,interesting_places",13.331465721130371,38.119232177734375
246,W279886930,Santissima Annunzita delle Balate,null,null,null,null,Palermo Via delle Balate Teatro delle Balate SIC PA I Circoscrizione Italia 90134 it 5;7 Albergheria ,"religion,other_temples,interesting_places",13.357352256774902,38.11077880859375
247,N5085385233,Chiesa di Cristo,null,null,null,null,Palermo Via Principe di Villafranca SIC PA VIII Circoscrizione Italia 90141 it ,"religion,other_temples,interesting_places",13.352065086364746,38.124393463134766
248,N266892536,Sant'Espedito,null,null,null,null,Palermo Via Niccolò Garzilli SIC PA VIII Circoscrizione Italia 90141 it ,"religion,other_temples,interesting_places",13.351838111877441,38.12661361694336
249,N3510142270,Parrocchia di Santa Maria dell'Addaura,null,null,null,null,Palermo Lungomare Cristoforo Colombo Parrocchia di Santa Maria dell'Addaura SIC PA VII Circoscrizione Italia 90149 it 4521 Vergine Maria ,"religion,other_temples,interesting_places",13.34914493560791,38.19049072265625
250,W279886374,Al Falah,null,null,null,null,Palermo Via Sant'Agostino B&B Sant Agostino SIC PA I Circoscrizione Italia 90134 it 174 Il Capo ,"religion,other_temples,interesting_places",13.356319427490234,38.117645263671875
251,W143736594,ex chiesa dello Spirito Santo,null,null,null,null,Palermo SIC PA I Circoscrizione Italia Piazza Del Monte it Il Capo ,"religion,other_temples,interesting_places",13.357586860656738,38.117469787597656
252,N6388657832,JW.ORG,null,null,null,null,Palermo Via Felice Cavallotti SIC PA II Circoscrizione Italia 90123 it Romagnolo ,"religion,other_temples,interesting_places",13.395713806152344,38.0973014831543
253,W232901239,Santa Maria dei Naufraghi,null,null,null,null,Palermo Corso dei Mille SIC PA II Circoscrizione Italia 90140 it ,"religion,other_temples,interesting_places",13.369335174560547,38.10989761352539
254,N8915705148,Parrocchia Nostra Signora della Consolazione,null,null,null,null,Palermo Via Quinta Casa SIC PA VIII Circoscrizione Italia 90142 it Acquasanta ,"religion,other_temples,interesting_places",13.363239288330078,38.13737487792969
255,W44686862,"Chiesa Cristiana Evangelica Pentecostale ""Eben Ezer""",null,null,null,null,Villabate SIC PA Italia 90039 it ,"religion,other_temples,interesting_places",13.45193099975586,38.08201217651367
256,W353224677,Parrocchia Madonna della Provvidenza,null,null,null,null,Palermo Via Don Orione Teatro Orione SIC PA VIII Circoscrizione Italia 90142 it 5 Acquasanta ,"religion,other_temples,interesting_places",13.361536026000977,38.14329528808594
257,W175802203,San Girolamo,null,null,null,null,Corso Umberto I Ficarazzi SIC PA Italia 90039 it Ficarazzelli ,"religion,other_temples,interesting_places",13.456085205078125,38.08743667602539
258,R5441960,Monastero della Visitazione,null,null,null,null,Palermo Via San Francesco di Sales SIC PA III Circoscrizione Italia 90125 it ,"religion,monasteries,interesting_places",13.345139503479004,38.08546829223633
259,W153253770,Monastero di Santa Caterina,null,null,null,null,Via San Gaetano Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.293745994567871,38.084712982177734
260,W279323827,San Gabriele Arcangelo,null,null,null,null,Palermo SIC PA IV Circoscrizione Italia 90135 it Altarello ,"religion,other_temples,interesting_places",13.327106475830078,38.117984771728516
261,W86873789,Chiesa della Pinta,null,null,null,null,Palermo SIC PA I Circoscrizione Italia it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.353975296020508,38.11009979248047
262,W279881872,Chiesa Di Santa Onofrio,null,null,null,null,Palermo SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,other_temples,interesting_places",13.358379364013672,38.11740493774414
263,N2315179120,San Francesco di Sales,null,null,null,null,Palermo Via Domenico Cimarosa SIC PA VIII Circoscrizione Italia 90144 it ,"religion,other_temples,interesting_places",13.341341972351074,38.1311149597168
264,W45407453,Chiesa di Terrasanta,null,null,null,null,Palermo Via Damiani Almeyda Cinema Gaudium SIC PA VIII Circoscrizione Italia 90141 it 32 ,"religion,other_temples,interesting_places",13.344882011413574,38.13041687011719
265,W204272310,Chiesa Evangelica Valdese,http://www.chiesavaldesepalermo.it/,null,null,null,Palermo SIC PA VIII Circoscrizione Italia 90132 it ,"religion,other_temples,interesting_places",13.357816696166992,38.12556076049805
266,W82636568,Santa Maria di Monserrato,null,null,null,null,Palermo Via della Libertà Parco Piersanti Mattarella SIC PA VIII Circoscrizione Italia 90141 it 63 ,"religion,churches,interesting_places,catholic_churches",13.35245132446289,38.130741119384766
267,W97225599,San Michele Arcangelo,null,null,null,null,Palermo Via Enrico Onufrio SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.342306137084961,38.134620666503906
268,W223971362,Sacra Famiglia,null,null,null,null,Palermo Via Leonardo Orlandino SIC PA VI Circoscrizione Italia 90146 it Resuttana ,"religion,other_temples,interesting_places",13.334327697753906,38.15118408203125
269,W87015592,Chiesa dei Santi Cosma e Damiano,null,null,null,null,Palermo Piazza Santi Cosma e Damiano SIC PA VII Circoscrizione Italia 90148 it ,"religion,churches,interesting_places,catholic_churches",13.27607536315918,38.19820785522461
270,W87015606,Maria Santissima Assunta,null,null,null,null,Palermo Viale Italia SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.330840110778809,38.1954460144043
271,W87015598,San Girolamo,null,null,null,null,Palermo Via Piano di Gallo SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.327580451965332,38.20780944824219
272,W80924196,Santissimo Salvatore,null,null,null,null,Palermo Corso dei Mille SIC PA II Circoscrizione Italia 90123 it Settecannoli ,"religion,churches,interesting_places,catholic_churches",13.387862205505371,38.0991325378418
273,W80924193,San Sergio,null,null,null,null,Palermo SIC PA II Circoscrizione Italia 90121 it Romagnolo ,"religion,churches,interesting_places,catholic_churches",13.399283409118652,38.09667205810547
274,N5613679824,Dio con Noi,http://www.chiesadioconnoi.org,null,null,null,Palermo Via Fichidindia Dio con Noi SIC PA II Circoscrizione Italia 90124 it 45a Settecannoli ,"religion,churches,interesting_places,other_churches",13.380508422851562,38.09366989135742
275,W48009587,Chiesa del Sacro Cuore,null,null,null,null,Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.436071395874023,38.079959869384766
276,W49772130,Sant'Antonio di Padova,null,null,null,null,Palermo Corso Tukory Al Negretto SIC PA I Circoscrizione Italia 90127 it 35 Albergheria ,"religion,churches,interesting_places,catholic_churches",13.364592552185059,38.1097297668457
277,W86886724,Sant'Eulalia dei catalani,null,null,null,null,Palermo Vicolo della Rosa Bianca SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.364079475402832,38.1179313659668
278,W71809142,Beata Vergine del Carmelo,null,null,null,null,Misilmeri SIC PA Italia 90036 it ,"religion,churches,interesting_places,catholic_churches",13.45884895324707,38.069454193115234
279,W162148027,Madonna dell'Orto,null,null,null,null,Monreale SIC PA Italia Salita delle Croci 90046 it ,"religion,other_temples,interesting_places",13.288893699645996,38.0830192565918
280,W81132103,San Raffaele Arcangelo,null,null,null,null,Palermo SIC PA IV Circoscrizione Italia 90128 it ,"religion,churches,interesting_places,catholic_churches",13.350849151611328,38.09767150878906
281,W926581675,Chiesa di Santa Maria della Grotta al Cassaro,null,null,null,null,Palermo Via delle Scuole SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.357598304748535,38.11434555053711
282,W81301748,Parrocchia Sacra Famiglia,null,null,null,null,Palermo SIC PA II Circoscrizione Italia 90140 it ,"religion,churches,interesting_places,catholic_churches",13.371076583862305,38.10970687866211
283,W223122620,Oratori di Porto e Riporto,null,null,null,null,Palermo SIC PA I Circoscrizione Italia 90133 Via Merlo it 2 Kalsa ,"religion,churches,interesting_places,catholic_churches",13.367403030395508,38.116878509521484
284,W86886711,Sant'Andrea,null,null,null,null,Palermo Via Ambra SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.363821983337402,38.11840057373047
285,W86886694,Santissimo Sepolcro,null,null,null,null,Palermo Via Coltellieri SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.363443374633789,38.11826705932617
286,W153259388,Santissima Maria degli Agonizzanti,null,null,null,null,Monreale Baby 'O SIC PA Italia 90131 Piazza Guglielmo Il it 8/9 ,"religion,other_temples,interesting_places",13.29112720489502,38.081886291503906
287,W153227680,Chiesa di San Gaetano,null,null,null,null,Via Fontana del Drago Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.294307708740234,38.085121154785156
288,W225922774,San Gioacchino,null,null,null,null,Palermo Via Maio Biondo SIC PA IV Circoscrizione Italia 90131 it Pagliarelli ,"religion,other_temples,interesting_places",13.31506061553955,38.08820724487305
289,W552861821,Parrocchia Santo Stefano Protomartire,null,null,null,null,Palermo Via Zisa SIC PA V Circoscrizione Italia 90138 it Olivuzza ,"religion,other_temples,interesting_places",13.341504096984863,38.11608123779297
290,W215618520,Santa Lucia al Monte,null,null,null,null,"Palermo Via Ruggero Settimo THE DISNEY STORE SIC PA VIII Circoscrizione Italia 90100 it 79,81 ","religion,other_temples,interesting_places",13.356432914733887,38.123905181884766
291,W565444628,Parrocchia Santa Ippolito,null,null,null,null,Palermo Via Porta Carini Panificio Bonomolo Alessandra SIC PA I Circoscrizione Italia 90134 it 18 Il Capo ,"religion,other_temples,interesting_places",13.354413032531738,38.11836242675781
292,W153253911,Chiesa dell'Odigitria,null,null,null,null,Vicolo dell'Ospedale Monreale SIC PA Italia 90046 it ,"religion,other_temples,interesting_places",13.290172576904297,38.081050872802734
293,W282569717,Chiesa dell'ospedale di Santa Caterina,null,null,null,null,Monreale SIC PA Italia 90046 it ,"religion,other_temples,interesting_places",13.28996467590332,38.080997467041016
294,W373577954,Immacolata Concezione in San Francesco,null,null,null,null,Salita San Francesco Monreale SIC PA Italia 90046 it ,"religion,other_temples,interesting_places",13.289751052856445,38.08156204223633
295,W153253775,Santissima Trinità,null,null,null,null,Monreale SIC PA Italia 90046 Via Roma it ,"religion,other_temples,interesting_places",13.290513038635254,38.08180236816406
296,W153227678,Sacro Cuore,null,null,null,null,Via Giovanni Amendola Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.29301929473877,38.08348083496094
297,W153253759,chiesa del Monte,null,null,null,null,Via Palermo Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.292400360107422,38.08335876464844
298,W153256480,Madonna delle Croci,null,null,null,null,Via Palmiro Togliatti Monreale SIC PA Italia 90131 it ,"religion,other_temples,interesting_places",13.289993286132812,38.084571838378906
299,W546956793,Santa Maria la Reale,null,null,null,null,Palermo Corso Calatafimi SIC PA IV Circoscrizione Italia 90131 it ,"religion,other_temples,interesting_places",13.306751251220703,38.093788146972656
300,W356789645,San Basilio,null,null,null,null,Palermo Via Cesare Terranova SIC PA IV Circoscrizione Italia 90131 it Pagliarelli ,"religion,other_temples,interesting_places",13.31920337677002,38.09678268432617
301,W279174001,Parrocchia Sant'Ernesto,null,null,null,null,Palermo Via Giovanni Campolo Parrocchia Sant'Ernesto SIC PA VIII Circoscrizione Italia 90145 it 9 ,"religion,other_temples,interesting_places",13.3344087600708,38.12812805175781
302,W49790463,San Giovanni Bosco,null,null,null,null,Palermo Via Amedeo d'Aosta SIC PA II Circoscrizione Italia 90123 it Romagnolo ,"religion,churches,interesting_places,catholic_churches",13.388167381286621,38.10533905029297
303,W81411194,Sant'Oliva,null,null,null,null,Palermo Corso Calatafimi SIC PA IV Circoscrizione Italia 90131 it Altarello ,"religion,churches,interesting_places,catholic_churches",13.328254699707031,38.10190963745117
304,W71805652,Annunciazione del Signore,null,null,null,null,Palermo Via Pietro Donato SIC PA IV Circoscrizione Italia 90129 it Pagliarelli ,"religion,churches,interesting_places,catholic_churches",13.345033645629883,38.09394454956055
305,W153255391,Chiesa di San Castrense,null,null,null,null,Via Campo Sportivo Monreale SIC PA Italia 90046 it ,"religion,churches,interesting_places,catholic_churches",13.287590980529785,38.080322265625
306,W48849513,Maria Santissima Mediatrice,null,null,null,null,Palermo Via Raffaele La Valle SIC PA IV Circoscrizione Italia 90129 it 1 Pagliarelli ,"religion,churches,interesting_places,catholic_churches",13.334041595458984,38.101661682128906
307,W97225598,Maria Santissima Regina Pacis,null,null,null,null,Palermo Via Bainsizza SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.341422080993652,38.14250564575195
308,W87015595,San Giovanni Battista,null,null,null,null,Palermo Piazza Tommaso Natale SIC PA VII Circoscrizione Italia 90147 it ,"religion,churches,interesting_places,catholic_churches",13.287863731384277,38.18891525268555
309,W86886706,San Sebastiano,null,null,null,null,Palermo Piazza Fonderia Casa di Cure Triolo-Zancla SIC PA I Circoscrizione Italia 90133 it 23 La Loggia ,"religion,churches,interesting_places,catholic_churches",13.3662748336792,38.119651794433594
310,W82636565,Santa Lucia Vergine Maria,null,null,null,null,Palermo Via Enrico Albanese SIC PA VIII Circoscrizione Italia 90139 it Acquasanta ,"religion,churches,interesting_places,catholic_churches",13.358569145202637,38.13120651245117
311,W86886719,Chiesa della Madonna del Lume,null,null,null,null,Palermo Via Cassari SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.365718841552734,38.11841583251953
312,W48009589,Chiesa di San Giuseppe,null,null,null,null,Via Giovanna D'Arco Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.448780059814453,38.0766716003418
313,W97225073,Maria Santissima Madre della Misericordia,null,null,null,null,Palermo Via Empedocle Restivo SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.337226867675781,38.14318084716797
314,W80922069,Santissimo Crocifisso,null,null,null,null,Palermo Via Ciaculli SIC PA II Circoscrizione Italia 90124 it Settecannoli ,"religion,churches,interesting_places,catholic_churches",13.404402732849121,38.07667541503906
315,W48009588,Chiesa San Agatone Papa,null,null,null,null,Villabate SIC PA II Circoscrizione Italia 90039 it ,"religion,churches,interesting_places,catholic_churches",13.433939933776855,38.08529281616211
316,W87015602,Santa Maria degli Angeli,null,null,null,null,Palermo SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.31128978729248,38.196327209472656
317,N598115821,,null,null,null,null,Palermo Via Noce SIC PA V Circoscrizione Italia 90138 it Olivuzza ,"religion,other_temples,interesting_places",13.333906173706055,38.12139129638672
