xid,name,url,stars,wikipedia,image,address,kinds,lon,lat
W49769029,"La Magione, Palermo",http://www.basilicalamagione.diocesipa.it;http://basilicalamagione.diocesipa.it/,null,https://en.wikipedia.org/wiki/La%20Magione%2C%20Palermo,https://commons.wikimedia.org/wiki/File:Magione_-_facade.jpg,Palermo Via Magione Parrocchia Santissima Trinità - Basilica la Magione SIC PA I Circoscrizione Italia 90140 it 44 Kalsa ,"religion,churches,interesting_places,catholic_churches",13.368987083435059,38.11362075805664
W86873788,Chiesa di Santa Ninfa dei Crociferi,null,null,https://en.wikipedia.org/wiki/Santa%20Ninfa%20dei%20Crociferi,https://commons.wikimedia.org/wiki/File:Palermo-Sicily-Italy_-_Creative_Commons_by_gnuckx_%283492679912%29.jpg,Palermo Via del Celso Residenza Nuvole SIC PA I Circoscrizione Italia 90134 it 14 Il Capo ,"religion,churches,interesting_places,catholic_churches",13.360505104064941,38.11663055419922
W49754802,Chiesa di San Domenico,http://www.domenicani-palermo.it/,null,https://en.wikipedia.org/wiki/San%20Domenico%2C%20Palermo,https://commons.wikimedia.org/wiki/File:Palermo-San-Domenico-bjs2007-01.jpg,Palermo Via Giovanni Meli SIC PA I Circoscrizione Italia 90133 Piazza San Domenico it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.36351490020752,38.11907196044922
Q1471263,chiesa di Santa Maria degli Agonizzanti,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20degli%20Agonizzanti,https://commons.wikimedia.org/wiki/File:Chiesa_di_S._Maria_degli_Agonizzanti_%28Palermo%29_2.JPG,Palermo Via Giovanni da Procida SIC PA I Circoscrizione Italia 90140 it Kalsa ,"religion,churches,interesting_places,other_churches",13.364083290100098,38.11466598510742
Q25409177,Sant'Eulalia dei Catalani,null,null,https://en.wikipedia.org/wiki/Sant%27Eulalia%20dei%20Catalani,https://commons.wikimedia.org/wiki/File:Cr%C3%A8sia_di_Sant%27Eulalia_d%C3%BB_Catalani.jpg,Palermo Via Giacalone SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,other_churches",13.359999656677246,38.119998931884766
Q72397933,Oratorio della Carità,null,null,https://it.wikipedia.org/wiki/Oratorio%20della%20Carit%C3%A0%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_della_Carit%C3%A0_%28Palermo%29_16_07_2019_12.jpg,Palermo Via Maqueda SIC PA I Circoscrizione Italia 90140 it 239 Il Capo ,"religion,churches,interesting_places,other_churches",13.360860824584961,38.11642837524414
Q1072497,San Giovanni alla Guilla,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Giovanni%20alla%20Guilla,https://commons.wikimedia.org/wiki/File:San_Giovanni_alla_Guilla.jpg,Palermo Via Beati Paoli SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.356027603149414,38.116111755371094
Q2223132,Santa Maria di Monte Oliveto,null,null,https://it.wikipedia.org/wiki/Chiesa%20della%20Madonna%20di%20Monte%20Oliveto,https://commons.wikimedia.org/wiki/File:Chiesa_della_Madonna_del_Monte_Oliveto_%28Palermo%29_-_facciata2.JPG,Palermo Via dell'Incoronazione SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.356194496154785,38.11483383178711
Q2028378,Oratorio di Sant'Onofrio,null,null,https://de.wikipedia.org/wiki/Oratorio%20di%20Sant%E2%80%99Onofrio,https://commons.wikimedia.org/wiki/File:Oratorio_San_Onofrio_Palermo.jpg,Palermo SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.358288764953613,38.11736297607422
Q2222845,Santa Cristina la Vetere,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Cristina%20la%20Vetere,https://commons.wikimedia.org/wiki/File:Santa_Cristina_la_Vetere_PA.jpg,Palermo Cortile Dei Pellegrini SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.355286598205566,38.11492156982422
Q1034537,Santa Maria l'Incoronata,null,null,https://it.wikipedia.org/wiki/Cappella%20dell%27Incoronata,https://commons.wikimedia.org/wiki/File:Cattedrale_PA_esterni_04.JPG,Palermo Via Matteo Bonello Museo Diocesano di Palermo (MUdiPA) SIC PA I Circoscrizione Italia 90100 it 2 Il Capo ,"religion,churches,interesting_places,other_churches",13.355295181274414,38.114444732666016
Q1072500,chiesa di San Gregorio Papa,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Gregorio%20Papa%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Chiesa_di_San_Gregorio_%28Palermo%29_-_esterno.JPG,Palermo Via Porta Carini SIC PA I Circoscrizione Italia 90134 it 56 Il Capo ,"religion,churches,interesting_places,other_churches",13.354019165039062,38.118736267089844
Q2028370,Oratorio di Santa Caterina,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santa%20Caterina%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_Santa_Caterina_esterno.jpg,Palermo Piazzetta Monteleone SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,other_churches",13.360755920410156,38.12025833129883
Q25410141,oratorio dei Santi Pietro e Paolo,null,null,https://it.wikipedia.org/wiki/Oratorio%20dei%20Santi%20Pietro%20e%20Paolo%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_dei_Santi_Pietro_e_Paolo_%28Palermo%29_15_07_2019.jpg,"Palermo Corso Vittorio Emanuele Caserma ""Dalla Chiesa - Calatafimi"" SIC PA I Circoscrizione Italia 90134 it 475 Albergheria ","religion,churches,interesting_places,other_churches",13.354911804199219,38.11412811279297
Q62008179,Chiesa di San Ippolito,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Sant%27Ippolito%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Sant%27Ippolito_-_Facciata.jpg,Palermo Via Giovanni Battista Pagano SIC PA I Circoscrizione Italia 90138 it Il Capo ,"religion,churches,interesting_places,other_churches",13.353888511657715,38.11861038208008
Q924202,Oratorio di Santo Stefano Protomartire,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santo%20Stefano%20protomartire,https://commons.wikimedia.org/wiki/File:Oratorio_Santo_Stefano.jpg,Palermo SIC PA I Circoscrizione Italia Piazza Del Monte it Il Capo ,"religion,churches,interesting_places,other_churches",13.357098579406738,38.116886138916016
Q1072486,Santa Rosalia e Quattro Santi Coronati,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Rosalia%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Santi_Quattro_Coronati_Palermo.jpg,Palermo Via Quattro Coronati SIC PA I Circoscrizione Italia 90138 it Il Capo ,"religion,churches,interesting_places,other_churches",13.353504180908203,38.11691665649414
Q24260454,chiesa di Sant'Antonio di Padova,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Sant%27Antonio%20di%20Padova%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:PA_SAP_17_04_2018.jpg,Palermo Via Abramo Lincoln Orto Botanico SIC PA I Circoscrizione Italia 90133 it 2 Kalsa ,"religion,churches,interesting_places,other_churches",13.373473167419434,38.11339569091797
Q2028360,Oratorio di San Giuseppe dei Falegnami,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Giuseppe%20dei%20Falegnami,https://commons.wikimedia.org/wiki/File:Oratorio_San_Giuseppe_Falegnami.jpg,Palermo Via Giuseppe d'Alessi SIC PA I Circoscrizione Italia 90140 it Albergheria ,"religion,churches,interesting_places,other_churches",13.361271858215332,38.11483383178711
Q2223094,Santa Maria della Mercede,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20della%20Mercede%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Chiesa_di_Santa_Maria_della_Mercede_al_Capo_%28Palermo%29.JPG,Palermo Via Cappuccinelle SIC PA I Circoscrizione Italia 90134 it Il Capo ,"religion,churches,interesting_places,other_churches",13.354372024536133,38.117313385009766
Q28669520,Madonna Assunta,null,null,https://it.wikipedia.org/wiki/Chiesa%20dell%27Assunta%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:CA_PA_14_09_2018_03.jpg,Palermo Via Maqueda SIC PA I Circoscrizione Italia 90140 it Kalsa ,"religion,churches,interesting_places,other_churches",13.364278793334961,38.111698150634766
Q28669739,oratorio di Santa Maria delle Grazie,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20Santa%20Maria%20delle%20Grazie%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_del_Sabato.jpg,Palermo Vicolo Meschita SIC PA I Circoscrizione Italia 90140 it Kalsa ,"religion,churches,interesting_places,other_churches",13.36289119720459,38.11405944824219
Q30880755,San Nicolò all'Albergheria,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Nicol%C3%B2%20all%27Albergheria,https://commons.wikimedia.org/wiki/File:Turri_di_San_Nicola.jpg,Palermo Via San Nicolò All'Albergheria SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,churches,interesting_places,other_churches",13.35984992980957,38.11157989501953
Q45382192,chiesa di Santa Maria dei Miracoli,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20dei%20Miracoli%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Santa_Maria_dei_Miracoli_-_Palermo_-_Italy_2015.JPG,Palermo Via Quattro Aprile SIC PA I Circoscrizione Italia 90133 Piazza Marina it Kalsa ,"religion,churches,interesting_places,other_churches",13.368796348571777,38.11680603027344
Q2028355,Oratorio di San Filippo,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Filippo%20%28Palermo%29,https://commons.wikimedia.org/wiki/File:Oratorio_San_Filippo_Neri.jpg,Palermo SIC PA I Circoscrizione Italia it La Loggia ,"religion,churches,interesting_places,other_churches",13.360555648803711,38.12038803100586
Q2028364,Oratorio di San Mercurio,null,null,https://it.wikipedia.org/wiki/Oratorio%20di%20San%20Mercurio,https://commons.wikimedia.org/wiki/File:Oratorio_di_San_Mercurio.jpg,Palermo SIC PA I Circoscrizione Italia Cortile San Giovanni degli Eremiti it Albergheria ,"religion,churches,interesting_places,other_churches",13.354241371154785,38.109779357910156
W86882287,San Mattia e Noviziato dei Crociferi,null,null,null,https://commons.wikimedia.org/wiki/File:San_Mattia_ai_Crociferi%2C_Palermo.jpg,Palermo Via Torremuzza Teatro Ditirammu SIC PA I Circoscrizione Italia 90133 it 6 Kalsa ,"religion,churches,interesting_places,catholic_churches",13.372879028320312,38.11675262451172
W279887578,Chiesa del Santissimo Crocifisso all'Albergheria,null,null,https://it.wikipedia.org/wiki/Chiesa%20del%20Santissimo%20Crocifisso%20%28Palermo%29,null,Palermo Via Albergheria SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",13.3575439453125,38.109745025634766
W81202236,Sant'Agata la Pedata,null,null,https://de.wikipedia.org/wiki/Chiesa%20Sant%E2%80%99Agata%20da%20Pedata,null,Palermo Via Giuseppe Patricolo SIC PA III Circoscrizione Italia 90127 it ,"religion,churches,interesting_places,catholic_churches",13.361893653869629,38.107967376708984
W86889402,San Carlo Borromeo,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Carlo%20dei%20Milanesi,null,Palermo Vicolo San Carlo SIC PA I Circoscrizione Italia 90133 it Kalsa ,"religion,churches,interesting_places,catholic_churches",13.366833686828613,38.11441421508789
Q30887637,chiesa di San Demetrio,null,null,https://it.wikipedia.org/wiki/Chiesa%20di%20San%20Demetrio%20%28Palermo%29,null,Palermo Piazza San Giovanni Decollato SIC PA I Circoscrizione Italia Piazza della Vittoria it Albergheria ,"religion,churches,interesting_places,other_churches",13.35634994506836,38.112548828125
Q97924237,Santa Maria della Speranza,null,null,https://de.wikipedia.org/wiki/Santa%20Maria%20della%20Speranza,null,Palermo SIC PA IV Circoscrizione Italia Via Emanuela Loi 90129 it Altarello ,"religion,churches,interesting_places,other_churches",13.34070873260498,38.1032600402832
Q55386250,cappella Palatina,null,null,null,null,Palermo Piazza Indipendenza SIC PA I Circoscrizione Italia 90128 it Albergheria ,"religion,churches,interesting_places,other_churches",13.351582527160645,38.110877990722656
W153253769,Sant'Antonio,null,null,null,null,Monreale SIC PA Italia 90046 Via Roma it ,"religion,churches,interesting_places,catholic_churches",13.290661811828613,38.08203125
W86870867,San Giacomo dei Militari,null,null,null,null,"Palermo Corso Vittorio Emanuele Caserma ""Dalla Chiesa - Calatafimi"" SIC PA I Circoscrizione Italia 90134 it 475 Albergheria ","religion,churches,interesting_places,catholic_churches",13.35387897491455,38.113243103027344
W86870875,Cappella della Madonna della Soledad,null,null,null,null,Palermo Piazza San Giovanni Decollato SIC PA I Circoscrizione Italia Piazza della Vittoria it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.356372833251953,38.1125373840332
W35582356,Sant'Agata,null,null,null,null,Via Arrigo Tenente Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.441637992858887,38.076881408691406
W80610891,Santissimo Crocifisso,null,null,null,null,Via Messina Marine Villabate SIC PA II Circoscrizione Italia 90121 it ,"religion,churches,interesting_places,catholic_churches",13.429484367370605,38.09584426879883
W86873789,Chiesa della Pinta,null,null,null,null,Palermo SIC PA I Circoscrizione Italia it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.353975296020508,38.11009979248047
W82636568,Santa Maria di Monserrato,null,null,null,null,Palermo Via della Libertà Parco Piersanti Mattarella SIC PA VIII Circoscrizione Italia 90141 it 63 ,"religion,churches,interesting_places,catholic_churches",13.35245132446289,38.130741119384766
W97225599,San Michele Arcangelo,null,null,null,null,Palermo Via Enrico Onufrio SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.342306137084961,38.134620666503906
W87015592,Chiesa dei Santi Cosma e Damiano,null,null,null,null,Palermo Piazza Santi Cosma e Damiano SIC PA VII Circoscrizione Italia 90148 it ,"religion,churches,interesting_places,catholic_churches",13.27607536315918,38.19820785522461
W87015606,Maria Santissima Assunta,null,null,null,null,Palermo Viale Italia SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.330840110778809,38.1954460144043
W87015598,San Girolamo,null,null,null,null,Palermo Via Piano di Gallo SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.327580451965332,38.20780944824219
W80924196,Santissimo Salvatore,null,null,null,null,Palermo Corso dei Mille SIC PA II Circoscrizione Italia 90123 it Settecannoli ,"religion,churches,interesting_places,catholic_churches",13.387862205505371,38.0991325378418
W80924193,San Sergio,null,null,null,null,Palermo SIC PA II Circoscrizione Italia 90121 it Romagnolo ,"religion,churches,interesting_places,catholic_churches",13.399283409118652,38.09667205810547
N5613679824,Dio con Noi,http://www.chiesadioconnoi.org,null,null,null,Palermo Via Fichidindia Dio con Noi SIC PA II Circoscrizione Italia 90124 it 45a Settecannoli ,"religion,churches,interesting_places,other_churches",13.380508422851562,38.09366989135742
W48009587,Chiesa del Sacro Cuore,null,null,null,null,Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.436071395874023,38.079959869384766
W49772130,Sant'Antonio di Padova,null,null,null,null,Palermo Corso Tukory Al Negretto SIC PA I Circoscrizione Italia 90127 it 35 Albergheria ,"religion,churches,interesting_places,catholic_churches",13.364592552185059,38.1097297668457
W86886724,Sant'Eulalia dei catalani,null,null,null,null,Palermo Vicolo della Rosa Bianca SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.364079475402832,38.1179313659668
W71809142,Beata Vergine del Carmelo,null,null,null,null,Misilmeri SIC PA Italia 90036 it ,"religion,churches,interesting_places,catholic_churches",13.45884895324707,38.069454193115234
W81132103,San Raffaele Arcangelo,null,null,null,null,Palermo SIC PA IV Circoscrizione Italia 90128 it ,"religion,churches,interesting_places,catholic_churches",13.350849151611328,38.09767150878906
W926581675,Chiesa di Santa Maria della Grotta al Cassaro,null,null,null,null,Palermo Via delle Scuole SIC PA I Circoscrizione Italia 90134 it Albergheria ,"religion,churches,interesting_places,catholic_churches",13.357598304748535,38.11434555053711
W81301748,Parrocchia Sacra Famiglia,null,null,null,null,Palermo SIC PA II Circoscrizione Italia 90140 it ,"religion,churches,interesting_places,catholic_churches",13.371076583862305,38.10970687866211
W223122620,Oratori di Porto e Riporto,null,null,null,null,Palermo SIC PA I Circoscrizione Italia 90133 Via Merlo it 2 Kalsa ,"religion,churches,interesting_places,catholic_churches",13.367403030395508,38.116878509521484
W86886711,Sant'Andrea,null,null,null,null,Palermo Via Ambra SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.363821983337402,38.11840057373047
W86886694,Santissimo Sepolcro,null,null,null,null,Palermo Via Coltellieri SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.363443374633789,38.11826705932617
W49790463,San Giovanni Bosco,null,null,null,null,Palermo Via Amedeo d'Aosta SIC PA II Circoscrizione Italia 90123 it Romagnolo ,"religion,churches,interesting_places,catholic_churches",13.388167381286621,38.10533905029297
W81411194,Sant'Oliva,null,null,null,null,Palermo Corso Calatafimi SIC PA IV Circoscrizione Italia 90131 it Altarello ,"religion,churches,interesting_places,catholic_churches",13.328254699707031,38.10190963745117
W71805652,Annunciazione del Signore,null,null,null,null,Palermo Via Pietro Donato SIC PA IV Circoscrizione Italia 90129 it Pagliarelli ,"religion,churches,interesting_places,catholic_churches",13.345033645629883,38.09394454956055
W153255391,Chiesa di San Castrense,null,null,null,null,Via Campo Sportivo Monreale SIC PA Italia 90046 it ,"religion,churches,interesting_places,catholic_churches",13.287590980529785,38.080322265625
W48849513,Maria Santissima Mediatrice,null,null,null,null,Palermo Via Raffaele La Valle SIC PA IV Circoscrizione Italia 90129 it 1 Pagliarelli ,"religion,churches,interesting_places,catholic_churches",13.334041595458984,38.101661682128906
W97225598,Maria Santissima Regina Pacis,null,null,null,null,Palermo Via Bainsizza SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.341422080993652,38.14250564575195
W87015595,San Giovanni Battista,null,null,null,null,Palermo Piazza Tommaso Natale SIC PA VII Circoscrizione Italia 90147 it ,"religion,churches,interesting_places,catholic_churches",13.287863731384277,38.18891525268555
W86886706,San Sebastiano,null,null,null,null,Palermo Piazza Fonderia Casa di Cure Triolo-Zancla SIC PA I Circoscrizione Italia 90133 it 23 La Loggia ,"religion,churches,interesting_places,catholic_churches",13.3662748336792,38.119651794433594
W82636565,Santa Lucia Vergine Maria,null,null,null,null,Palermo Via Enrico Albanese SIC PA VIII Circoscrizione Italia 90139 it Acquasanta ,"religion,churches,interesting_places,catholic_churches",13.358569145202637,38.13120651245117
W86886719,Chiesa della Madonna del Lume,null,null,null,null,Palermo Via Cassari SIC PA I Circoscrizione Italia 90133 it La Loggia ,"religion,churches,interesting_places,catholic_churches",13.365718841552734,38.11841583251953
W48009589,Chiesa di San Giuseppe,null,null,null,null,Via Giovanna D'Arco Villabate SIC PA Italia 90039 it Pomara ,"religion,churches,interesting_places,catholic_churches",13.448780059814453,38.0766716003418
W97225073,Maria Santissima Madre della Misericordia,null,null,null,null,Palermo Via Empedocle Restivo SIC PA VIII Circoscrizione Italia 90144 it ,"religion,churches,interesting_places,catholic_churches",13.337226867675781,38.14318084716797
W80922069,Santissimo Crocifisso,null,null,null,null,Palermo Via Ciaculli SIC PA II Circoscrizione Italia 90124 it Settecannoli ,"religion,churches,interesting_places,catholic_churches",13.404402732849121,38.07667541503906
W48009588,Chiesa San Agatone Papa,null,null,null,null,Villabate SIC PA II Circoscrizione Italia 90039 it ,"religion,churches,interesting_places,catholic_churches",13.433939933776855,38.08529281616211
W87015602,Santa Maria degli Angeli,null,null,null,null,Palermo SIC PA VII Circoscrizione Italia 90151 it Valdesi ,"religion,churches,interesting_places,catholic_churches",13.31128978729248,38.196327209472656
W365921762,,null,null,null,null,Palermo Via San Francesco di Sales SIC PA III Circoscrizione Italia 90125 it ,"religion,churches,interesting_places,catholic_churches",13.345617294311523,38.08537673950195
W34350144,,null,null,null,null,Palermo SIC PA III Circoscrizione Italia 90127 it Guadagna ,"religion,churches,interesting_places,catholic_churches",13.361762046813965,38.10377502441406
W81370306,,null,null,null,null,Palermo Calzedonia SIC PA IV Circoscrizione Italia Corso Calatafimi 90129 it 362 Altarello ,"religion,churches,interesting_places,catholic_churches",13.335667610168457,38.10503005981445
W81943373,,null,null,null,null,Palermo Via Giuseppe Pollaci Buffetti SIC PA IV Circoscrizione Italia 90135 it 40 Altarello ,"religion,churches,interesting_places,catholic_churches",13.329340934753418,38.10496520996094
N1816345209,museo internazionale delle marionette Antonio Pasqualino,http://www.museomarionettepalermo.it/;http://museomarionettepalermo.it/,null,https://it.wikipedia.org/wiki/Museo%20internazionale%20delle%20marionette%20Antonio%20Pasqualino,https://commons.wikimedia.org/wiki/File:Museo_delle_Marionette.jpg,Palermo Piazzetta Antonio Pasqualino museo internazionale delle marionette Antonio Pasqualino SIC PA I Circoscrizione Italia 90133 it 5 Kalsa ,"cultural,museums,interesting_places,other_museums",13.370555877685547,38.11853790283203
N6385323217,Museo Diocesano di Monreale,http://www.museodiocesanomonreale.it/;http://www.museodiocesanomonreale.it,null,https://it.wikipedia.org/wiki/Museo%20diocesano%20%28Monreale%29,https://commons.wikimedia.org/wiki/File:Museo_Diocesano_di_Monreale_%28sala_San_Placido%29.jpg,Via Arcivescovado Monreale Museo Diocesano di Monreale SIC PA Italia 90046 it 2 ,"cultural,museums,interesting_places,art_galleries",13.292780876159668,38.081993103027344
N4056938289,Museo Diocesano di Palermo (MUdiPA),http://www.museodiocesanopa.it,null,https://en.wikipedia.org/wiki/Diocesan%20Museum%20of%20Palermo,https://commons.wikimedia.org/wiki/File:Guglielmo_Borremans_-_Nativity_scene.png,Palermo Via Matteo Bonello Museo Diocesano di Palermo (MUdiPA) SIC PA I Circoscrizione Italia 90100 it 2 Il Capo ,"cultural,museums,interesting_places,art_galleries",13.355544090270996,38.113731384277344
N1927130930,Museo d'arte e archeologia Ignazio Mormino,http://www.comune.palermo.it/musei/mormino/,null,https://ar.wikipedia.org/wiki/%3A%D9%85%D8%AA%D8%AD%D9%81%20%D8%A7%D8%AC%D9%86%D8%A7%D8%B2%D9%8A%D9%88%20%D9%85%D9%88%D8%B1%D9%85%D9%8A%D9%86%D9%88%20%D9%84%D9%84%D9%81%D9%86%D9%88%D9%86%20%D9%88%D8%A7%D9%84%D8%A2%D8%AB%D8%A7%D8%B1,https://commons.wikimedia.org/wiki/File:Museo_archeologico_Ignazio_Mormino.jpg,Palermo Via della Libertà SIC PA VIII Circoscrizione Italia 90143 it 52 ,"archaeological_museums,cultural,museums,interesting_places,history_museums,art_galleries",13.348925590515137,38.13444137573242
R1291721,Palazzo Steri,https://turismo.comune.palermo.it/palermo-welcome-luogo-dettaglio.php?tp=68&det=20&id=111;http://www.musei.unipa.it/carceri.html,null,https://en.wikipedia.org/wiki/Palazzo%20Chiaramonte,https://commons.wikimedia.org/wiki/File:Palermo-Palazzo-Chiaramonte-bjs2007-01.jpg,Palermo Palazzo Steri SIC PA I Circoscrizione Italia 90133 Piazza Marina it Kalsa ,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums",13.370019912719727,38.117584228515625
W685468670,Sicilian Ethnographic Museum Giuseppe Pitrè,null,null,https://en.wikipedia.org/wiki/Sicilian%20Ethnographic%20Museum%20Giuseppe%20Pitr%C3%A8,https://commons.wikimedia.org/wiki/File:Palermo23.jpg,Palermo SIC PA VII Circoscrizione Italia 90146 it Pallavicino ,"cultural,museums,interesting_places,local_museums",13.330838203430176,38.166969299316406
W143741766,Museo Archeologico Regionale Antonio Salinas,http://www.regione.sicilia.it/beniculturali/salinas/,null,https://en.wikipedia.org/wiki/Antonino%20Salinas%20Regional%20Archeological%20Museum,https://commons.wikimedia.org/wiki/File:Museoarcheosalinas.JPG,Palermo SIC PA I Circoscrizione Italia 90132 Via Bara All'Olivella it La Loggia ,"archaeological_museums,cultural,museums,interesting_places,history_museums",13.36078929901123,38.12086486816406
W162450143,Museo di Geologia Gemmelaro,http://www.unipa.it/museogemmellaro,null,https://it.wikipedia.org/wiki/Museo%20di%20paleontologia%20e%20geologia%20Gaetano%20Giorgio%20Gemmellaro,https://commons.wikimedia.org/wiki/File:Elephant_skeleton_in_Museo_Gemellaro%2C_Palermo.jpg,Palermo Corso Tukory Museo di Geologia Gemmelaro SIC PA I Circoscrizione Italia 90127 it 131 Albergheria ,"cultural,museums,interesting_places,other_museums",13.35945987701416,38.10903549194336
Q106727264,Villa Zito,null,null,https://it.wikipedia.org/wiki/Villa%20Zito,https://commons.wikimedia.org/wiki/File:Villa_Zito_-_Veduta_esterna.jpg,Palermo Via della Libertà SIC PA VIII Circoscrizione Italia 90143 it 52 ,"museums,cultural,interesting_places,art_galleries",13.349108695983887,38.13447570800781
Q3891122,Palazzo Ziino,null,null,https://it.wikipedia.org/wiki/Palazzo%20Ziino,https://commons.wikimedia.org/wiki/File:Palazzo_Ziino.jpg,Palermo Via Dante SIC PA VIII Circoscrizione Italia 90139 it 53 ,"museums,cultural,interesting_places,other_museums",13.351702690124512,38.12407302856445
N2027074010,Museo dell'Osservatorio Astronomico,http://www.astropa.inaf.it/,null,https://en.wikipedia.org/wiki/Palermo%20Astronomical%20Observatory,https://commons.wikimedia.org/wiki/File:0564_-_Palermo_-_Palazzo_dei_Normanni%2C_facciata_principale_-_Foto_Giovanni_Dall%27Orto%2C_28-Sept-2006.jpg,Palermo Piazza del Parlamento Palazzo dei Normanni SIC PA I Circoscrizione Italia 90134 it 1 Albergheria ,"cultural,museums,interesting_places,other_museums",13.353172302246094,38.1114387512207
N2498804753,"Modern art gallery ""Empedocle Restivo""",http://www.galleriadartemodernapalermo.it,null,https://en.wikipedia.org/wiki/Modern%20Art%20Gallery%20Sant%27Anna,https://commons.wikimedia.org/wiki/File:Galleria_d%27Arte_Moderna_Palermo.jpg,"Palermo Galleria d'arte moderna ""Empedocle Restivo"" SIC PA I Circoscrizione Italia 90133 Via Sant'Anna it 21 Kalsa ","cultural,museums,interesting_places,art_galleries",13.365835189819336,38.11507797241211
N1572913967,Galleria Regionale,http://www.regione.sicilia.it/beniculturali/palazzoabatellis/,null,https://en.wikipedia.org/wiki/Palazzo%20Abatellis,https://commons.wikimedia.org/wiki/File:Palermo-Palazzo-Abatellis-bjs2007-01.jpg,Palermo Via Alloro SIC PA I Circoscrizione Italia 90133 it Kalsa ,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums",13.371175765991211,38.11659240722656
W317811325,Cantieri Culturali alla Zisa,http://www.cantiericulturaliallazisa.it/;https://turismo.comune.palermo.it/palermo-welcome-cantieri-culturali-alla-zisa.php,null,https://it.wikipedia.org/wiki/Cantieri%20Culturali%20alla%20Zisa,https://commons.wikimedia.org/wiki/File:Cantieri_Culturali_della_Zisa%2C_Palermo_-_Spazio_Zac_-_Foto_di_Cristiano_Drago.jpg,Palermo Via Paolo Gili Cantieri Culturali alla Zisa SIC PA V Circoscrizione Italia 90138 it 4 Olivuzza ,"cultural,museums,interesting_places,other_museums",13.338521003723145,38.11824417114258
